Survey,Year,Quarter,Area,AphiaID,Species,Age_0,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10
BITS,1993,1,25,126436,Gadus morhua,0.000000,34.904717,332.422323,285.805703,34.040027,8.845063,1.642699,0.477678,0.110371,0.031345,0.076735
BITS,1993,1,25,127141,Platichthys flesus,0.000000,0.000000,0.000000,31.116959,44.716460,25.044543,2.742444,1.452691,1.426624,0.045988,0.000000
BITS,1993,1,26,126436,Gadus morhua,0.000000,29.235522,57.434900,45.964489,13.754138,10.740708,2.795832,0.661869,0.000000,0.328700,0.090187
BITS,1993,1,27,126436,Gadus morhua,0.000000,3.836141,19.749757,53.312497,4.776266,1.362059,0.282671,0.775255,0.099010,0.426407,0.000000
BITS,1993,1,28,126436,Gadus morhua,0.000000,3.191852,30.318197,23.223879,0.751598,1.041148,0.698975,0.559197,0.265592,0.000000,0.000000
BITS,1993,1,28,127141,Platichthys flesus,0.000000,0.000000,1.038312,26.013286,95.523565,66.058548,46.168145,15.462671,10.969886,0.000000,6.178792
BITS,1993,3,24,126436,Gadus morhua,4.450000,23.630000,521.766700,52.561700,1.741700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,1993,3,25,126436,Gadus morhua,0.288141,22.801204,604.966527,111.416912,9.189910,0.878922,0.445417,0.242791,0.000000,0.000000,0.151738
BITS,1993,3,26,126436,Gadus morhua,0.000000,0.900000,21.120000,7.920000,2.640000,0.880000,3.520000,0.000000,1.760000,0.000000,0.880000
BITS,1993,3,27,126436,Gadus morhua,0.000000,3.007912,4.600146,7.850422,0.875739,1.226579,0.533095,0.524444,0.506435,0.000000,0.000000
BITS,1993,3,28,126436,Gadus morhua,0.000000,0.399533,5.350096,2.524168,0.969669,1.621380,0.893451,0.646675,0.533317,0.720901,0.000000
BITS,1993,4,22,126436,Gadus morhua,150.897200,27.696900,28.067100,4.529000,0.651900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,1993,4,24,126436,Gadus morhua,120.030775,230.265350,94.304134,23.584419,0.944461,0.303777,0.341813,0.000000,0.000000,0.000000,0.000000
BITS,1993,4,24,127141,Platichthys flesus,0.000000,2.275854,13.407460,77.647496,29.456738,13.616225,1.669295,0.429125,0.265813,0.029671,0.000000
BITS,1993,4,25,126436,Gadus morhua,44.491041,80.414370,1428.706736,1167.210930,47.218773,5.365116,1.365453,0.000000,0.000000,0.455151,0.000000
BITS,1993,4,27,126436,Gadus morhua,0.000000,33.170937,38.915841,31.237070,1.393643,1.207827,0.000000,0.000000,0.000000,0.000000,0.139350
BITS,1993,4,28,126436,Gadus morhua,0.000000,53.807737,32.958593,5.023728,0.316065,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,1994,1,22,126436,Gadus morhua,0.000000,20.048716,10.249595,42.783104,1.486161,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,1994,1,22,127141,Platichthys flesus,0.000000,0.000000,0.207742,1.843762,3.218661,0.740024,0.475212,0.843590,0.420454,0.131740,0.052195
BITS,1994,1,22,127143,Pleuronectes platessa,0.000000,0.000000,0.000000,0.208781,0.149111,0.014906,0.000000,0.029813,0.000000,0.000000,0.582437
BITS,1994,1,24,126436,Gadus morhua,0.000000,30.978561,79.572283,136.624008,19.902882,1.012598,0.139229,0.035039,0.073513,0.000000,0.035039
BITS,1994,1,24,127141,Platichthys flesus,0.000000,0.000000,2.526844,28.234831,14.329025,5.902051,2.039333,0.450807,0.207854,0.027213,0.068316
BITS,1994,1,24,127143,Pleuronectes platessa,0.000000,0.000000,1.937114,3.079019,0.827537,0.091953,0.184894,0.061640,0.098467,0.044521,0.108749
BITS,1994,1,25,126436,Gadus morhua,0.000000,55.061802,412.268656,419.013744,121.767345,20.134834,1.541860,0.328606,0.199760,0.035336,0.047167
BITS,1994,1,25,127141,Platichthys flesus,0.000000,0.000000,2.984546,33.478151,62.014903,38.169408,18.767677,2.886569,1.669830,0.560468,0.040994
BITS,1994,1,25,127143,Pleuronectes platessa,0.000000,0.000000,2.194155,2.446145,1.654967,0.193019,0.147905,0.081202,0.000000,0.221519,0.000000
BITS,1994,1,26,126436,Gadus morhua,0.000000,64.443011,94.708097,77.659056,40.911892,20.261752,5.926758,2.129601,0.539325,0.736364,0.252601
BITS,1994,1,27,126436,Gadus morhua,0.000000,7.018767,164.209487,31.011133,2.690420,1.352961,0.634578,0.287091,0.000000,0.000000,0.000000
BITS,1994,1,28,126436,Gadus morhua,0.000000,5.457089,89.200532,85.278516,4.873913,0.000000,0.347856,0.000000,0.000000,2.635334,0.956059
BITS,1994,3,25,126436,Gadus morhua,40.635824,37.486755,160.247367,196.234259,7.337872,0.345909,0.163507,0.000000,0.000000,0.000000,0.000000
BITS,1994,3,27,126436,Gadus morhua,0.000000,0.000000,1.760000,1.760000,1.320000,0.000000,0.440000,0.440000,1.320000,0.000000,0.000000
BITS,1994,4,22,126436,Gadus morhua,587.425427,106.164446,19.856743,17.034080,0.849744,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,1994,4,22,127141,Platichthys flesus,0.000000,0.000000,0.353341,0.990374,0.471093,0.273002,0.032110,0.144560,0.000000,0.000000,0.000000
BITS,1994,4,22,127143,Pleuronectes platessa,0.000000,0.000000,0.096373,1.160594,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,1994,4,24,126436,Gadus morhua,629.402679,233.470329,153.709899,57.328406,5.152377,0.093219,0.000000,0.000000,0.186438,0.093219,0.000000
BITS,1994,4,24,127141,Platichthys flesus,0.109336,0.144937,2.538253,33.510866,22.166984,9.125280,2.695755,1.270102,0.339135,0.278778,0.000000
BITS,1994,4,24,127143,Pleuronectes platessa,0.000000,0.090269,1.426053,7.784715,5.808631,1.864619,0.249259,0.071228,0.035600,0.071228,0.035600
BITS,1994,4,25,126436,Gadus morhua,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,1994,4,27,126436,Gadus morhua,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,1995,1,22,126436,Gadus morhua,0.000000,24.919998,118.598775,17.806650,1.508618,1.467699,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,1995,1,24,126436,Gadus morhua,0.000000,504.540511,429.921406,108.602294,62.480566,13.345463,1.687971,0.127544,0.000000,0.000000,0.000000
BITS,1995,1,24,127141,Platichthys flesus,0.000000,0.000000,4.025620,20.481223,15.872819,7.485379,2.173545,1.120303,0.299608,0.075469,0.000000
BITS,1995,1,24,127143,Pleuronectes platessa,0.000000,0.000000,1.260185,7.797539,4.557054,1.590624,0.241609,0.178748,0.081695,0.000000,0.022134
BITS,1995,1,25,126436,Gadus morhua,0.000000,34.791549,143.470474,203.253180,113.232563,30.449697,3.155698,0.647725,0.068875,0.000000,0.198991
BITS,1995,1,25,127141,Platichthys flesus,0.000000,0.083689,3.816850,39.927843,48.387120,23.079928,8.611126,2.690719,1.055925,0.383338,0.000000
BITS,1995,1,25,127143,Pleuronectes platessa,0.000000,0.000000,0.524599,3.622215,1.522188,0.541349,0.196831,0.091690,0.025028,0.076722,0.025028
BITS,1995,1,26,126436,Gadus morhua,0.000000,95.490717,237.078112,167.517969,69.327616,58.484376,23.077119,7.760545,1.744686,1.237998,1.115796
BITS,1995,1,26,127141,Platichthys flesus,0.000000,3.580878,3.247944,18.271386,31.408821,9.308617,4.740815,3.184009,1.178848,0.356326,0.456014
BITS,1995,1,28,126436,Gadus morhua,0.000000,0.566926,139.927901,45.634416,25.025381,18.838117,11.452531,4.479490,2.077164,0.684234,0.918186
BITS,1995,1,28,127141,Platichthys flesus,0.000000,0.000000,0.000000,26.747595,79.482559,51.663900,28.026901,17.399147,9.928683,2.495241,1.782461
BITS,1995,3,24,126436,Gadus morhua,5.956300,364.349800,241.292100,84.581500,32.181400,1.107500,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,1995,3,25,126436,Gadus morhua,50.167347,190.407155,241.311532,88.818593,14.966100,2.968841,0.324981,0.286772,0.000000,0.000000,0.000000
BITS,1995,3,26,126436,Gadus morhua,0.000000,0.000000,23.183429,10.069821,8.380167,2.761004,0.882408,0.920334,0.705152,0.000000,0.000000
BITS,1995,3,27,126436,Gadus morhua,0.000000,0.000000,0.000000,6.930000,0.990000,1.980000,0.000000,0.000000,0.990000,0.000000,0.000000
BITS,1995,3,28,126436,Gadus morhua,0.000000,2.204750,11.264051,2.030251,0.567843,1.135686,0.567843,0.000000,0.000000,0.000000,0.567843
BITS,1995,4,22,126436,Gadus morhua,0.201223,98.078312,29.520630,3.349016,1.989791,0.067812,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,1995,4,24,126436,Gadus morhua,6.099489,452.350184,185.926651,23.402700,7.040016,1.088163,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,1995,4,24,127141,Platichthys flesus,0.000000,1.099262,9.950530,37.293919,19.297947,8.937360,3.702809,2.219236,0.809332,0.136995,0.000000
BITS,1995,4,24,127143,Pleuronectes platessa,0.000000,0.507886,7.084130,7.595160,3.809162,1.676224,0.315753,0.213658,0.035600,0.035600,0.249259
BITS,1995,4,27,126436,Gadus morhua,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,1995,4,28,126436,Gadus morhua,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,1996,1,21,126436,Gadus morhua,0.000000,53.045079,112.800045,11.035623,1.764723,1.087971,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,1996,1,22,126436,Gadus morhua,0.000000,74.901297,453.835993,103.387670,3.083523,11.568756,2.118938,0.000000,0.000000,0.000000,0.000000
BITS,1996,1,24,126436,Gadus morhua,0.000000,2.959692,272.599867,107.613207,27.653987,12.715629,3.718324,0.377422,0.139163,0.000000,0.036626
BITS,1996,1,24,127141,Platichthys flesus,0.000000,0.354929,8.643547,12.361681,6.380359,4.035212,1.343115,0.621192,0.186923,0.128274,0.011136
BITS,1996,1,24,127143,Pleuronectes platessa,0.000000,0.000000,1.746818,2.674192,3.406014,1.096957,0.462142,0.180220,0.044521,0.033384,0.152680
BITS,1996,1,25,126436,Gadus morhua,0.000000,1.739895,139.836220,165.194690,125.349640,58.006165,13.213491,1.951600,0.387924,0.164296,0.180931
BITS,1996,1,25,127141,Platichthys flesus,0.000000,0.000000,2.863875,41.350250,36.291095,20.355329,8.173504,4.851146,2.208340,1.115105,0.273769
BITS,1996,1,25,127143,Pleuronectes platessa,0.000000,0.000000,1.444120,0.993961,1.074138,1.327161,0.154085,0.037431,0.106259,0.000000,0.103919
BITS,1996,1,26,126436,Gadus morhua,0.000000,16.299691,173.093447,195.297516,121.529431,70.720309,23.694786,8.390026,4.450585,1.630956,2.041702
BITS,1996,1,26,127141,Platichthys flesus,0.000000,0.000000,12.771943,23.692408,21.577809,19.535906,7.428664,5.454406,2.636992,0.723247,0.055579
BITS,1996,1,27,126436,Gadus morhua,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,1996,1,28,126436,Gadus morhua,0.000000,0.681764,45.840317,22.390094,8.379254,5.348371,3.385157,1.336367,0.286436,0.436231,0.121464
BITS,1996,1,28,127141,Platichthys flesus,0.000000,0.000000,0.775588,8.548276,91.844860,106.519825,70.613321,30.779831,15.753704,2.874143,0.033037
BITS,1996,4,22,126436,Gadus morhua,176.004817,4.632895,102.857886,7.217358,0.370252,0.026348,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,1996,4,24,126436,Gadus morhua,335.882708,54.787002,105.807287,7.921324,1.440797,0.704100,0.158527,0.000000,0.060705,0.000000,0.000000
BITS,1996,4,24,127141,Platichthys flesus,0.546453,0.985010,5.920388,21.731450,19.506969,9.906747,4.491724,2.899775,1.620651,0.731708,0.325980
BITS,1996,4,24,127143,Pleuronectes platessa,0.000000,0.100225,6.050170,4.636347,2.578391,1.576187,0.388683,0.106829,0.106829,0.035600,0.106829
BITS,1996,4,25,126436,Gadus morhua,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,1996,4,27,126436,Gadus morhua,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,1996,4,28,126436,Gadus morhua,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,1997,1,21,126436,Gadus morhua,0.000000,104.552147,24.105792,16.370022,2.206379,1.267055,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,1997,1,21,127143,Pleuronectes platessa,0.000000,0.065174,5.207368,7.244982,2.456633,0.887780,0.472439,0.065174,0.000000,0.000000,0.000000
BITS,1997,1,22,126436,Gadus morhua,0.000000,60.529073,11.645702,53.929393,3.431317,0.233203,0.142263,0.029646,0.000000,0.000000,0.000000
BITS,1997,1,22,127143,Pleuronectes platessa,0.000000,0.000000,1.419402,5.010376,1.024520,0.000000,0.043551,0.000000,0.000000,0.000000,0.341917
BITS,1997,1,23,126436,Gadus morhua,0.000000,18.700000,130.450000,2171.611700,120.021700,79.566700,20.150000,0.000000,0.000000,0.000000,0.000000
BITS,1997,1,24,126436,Gadus morhua,0.000000,175.623180,75.840858,34.156201,5.983200,0.893317,0.525257,0.154378,0.000000,0.000000,0.000000
BITS,1997,1,24,127141,Platichthys flesus,0.000000,0.035363,7.348198,13.623464,6.301880,2.148443,0.678978,0.296549,0.131522,0.059852,0.035363
BITS,1997,1,24,127143,Pleuronectes platessa,0.000000,0.432265,0.843731,2.622421,1.431983,1.024804,0.475386,0.065671,0.029671,0.029671,0.059343
BITS,1997,1,25,126436,Gadus morhua,0.000000,10.168505,16.990958,64.665404,27.097455,12.478814,1.715040,0.265273,0.112660,0.097032,0.056507
BITS,1997,1,26,126436,Gadus morhua,0.000000,7.046553,39.599738,41.215000,23.456666,25.635336,9.579054,4.379688,1.411630,0.408134,0.168805
BITS,1997,1,26,127141,Platichthys flesus,0.000000,1.416511,4.520796,39.894698,46.175461,14.362654,3.910012,1.818393,0.740785,0.344060,0.075487
BITS,1997,1,27,126436,Gadus morhua,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,1997,1,28,126436,Gadus morhua,0.000000,0.751092,104.276370,155.755989,57.053289,13.625614,5.633056,1.788109,0.250364,0.375518,0.000000
BITS,1997,4,22,126436,Gadus morhua,4316.458717,257.800115,7.046879,11.169188,0.184103,0.000000,0.024552,0.000000,0.000000,0.000000,0.000000
BITS,1997,4,24,126436,Gadus morhua,280.224119,424.406957,17.523537,8.090615,0.505990,0.000000,0.111976,0.000000,0.000000,0.000000,0.000000
BITS,1997,4,24,127141,Platichthys flesus,0.000000,1.971892,12.557550,60.584289,25.322848,7.153563,2.107463,0.780604,0.465773,0.243343,0.000000
BITS,1997,4,24,127143,Pleuronectes platessa,0.000000,0.000000,0.341168,2.568566,1.983448,1.340802,0.377143,0.152095,0.050127,0.035600,0.000000
BITS,1997,4,25,126436,Gadus morhua,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,1997,4,26,126436,Gadus morhua,0.000000,33.419176,77.021694,76.395870,76.698844,10.367711,1.688812,2.325501,0.125838,0.000000,0.152632
BITS,1997,4,27,126436,Gadus morhua,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,1997,4,28,126436,Gadus morhua,0.159006,18.351434,20.923806,8.468830,5.776632,0.485666,0.422665,0.354716,0.298356,0.099458,0.198897
BITS,1997,4,28,127141,Platichthys flesus,0.000000,0.000000,0.000000,21.193489,77.625349,41.857461,30.720138,7.822856,10.238663,0.000000,0.000000
BITS,1998,1,22,126436,Gadus morhua,0.000000,328.669872,42.467058,4.221045,5.903519,0.226527,0.207898,0.000000,0.051777,0.000000,0.000000
BITS,1998,1,22,127143,Pleuronectes platessa,0.000000,5.421017,14.753634,3.244170,4.442206,0.786130,0.394683,0.111363,0.000000,0.000000,0.133619
BITS,1998,1,23,126436,Gadus morhua,0.000000,131.450000,1561.436700,815.213300,352.366700,53.733300,9.300000,0.000000,9.300000,0.000000,0.000000
BITS,1998,1,23,127143,Pleuronectes platessa,0.000000,0.000000,0.000000,8.000000,7.666700,8.666700,5.666700,0.000000,0.000000,0.000000,0.000000
BITS,1998,1,24,126436,Gadus morhua,0.000000,344.421857,139.273131,11.957396,2.714540,0.288900,0.581122,0.000000,0.046183,0.000000,0.000000
BITS,1998,1,24,127141,Platichthys flesus,0.000000,0.000000,8.175044,35.185205,11.357583,2.660314,0.339691,0.210215,0.182763,0.000000,0.225966
BITS,1998,1,24,127143,Pleuronectes platessa,0.000000,0.000000,0.022134,0.928016,1.198912,0.664075,0.269868,0.049423,0.044296,0.064889,0.044296
BITS,1998,1,25,126436,Gadus morhua,0.000000,48.806642,138.148376,58.138017,16.349354,5.971928,1.275532,0.815559,0.397799,0.147985,0.109533
BITS,1998,1,25,127141,Platichthys flesus,0.000000,0.000000,0.465035,16.918020,21.900664,12.267153,4.758806,1.603604,0.528933,0.056236,0.027108
BITS,1998,1,25,127143,Pleuronectes platessa,0.000000,0.000000,0.025904,0.872221,1.039492,0.555073,0.171260,0.068103,0.076151,0.000000,0.000000
BITS,1998,1,26,126436,Gadus morhua,0.000000,6.464922,45.464151,52.287056,33.874558,28.146458,5.228740,3.085939,1.866361,0.776018,0.879910
BITS,1998,1,26,127141,Platichthys flesus,0.000000,0.000000,4.426837,18.697059,22.996291,10.038795,3.834253,0.958294,0.630398,0.088866,0.108213
BITS,1998,1,27,126436,Gadus morhua,0.000000,0.000000,10.578711,4.233953,2.874943,1.576845,0.278747,0.000000,0.000000,0.000000,0.000000
BITS,1998,1,28,126436,Gadus morhua,0.000000,13.209424,96.336655,69.035071,11.624525,2.075597,1.754861,0.107623,0.267647,0.476160,0.553058
BITS,1998,4,22,126436,Gadus morhua,59.594792,851.253924,40.921187,1.015214,2.332264,0.049105,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,1998,4,24,126436,Gadus morhua,191.774065,416.384608,104.390421,2.839845,2.191743,0.000000,0.085460,0.000000,0.000000,0.000000,0.000000
BITS,1998,4,24,127141,Platichthys flesus,0.000000,0.266238,9.151622,59.588813,21.321592,6.251056,1.075908,0.735001,0.171562,0.031407,0.031407
BITS,1998,4,24,127143,Pleuronectes platessa,0.000000,0.000000,4.402543,3.713879,0.789603,0.522414,0.214918,0.157092,0.031407,0.031407,0.094249
BITS,1998,4,25,126436,Gadus morhua,124.270741,506.236560,193.495373,47.300167,3.820742,1.192643,1.180854,0.328834,0.000000,0.000000,0.000000
BITS,1998,4,26,126436,Gadus morhua,2.703889,30.695864,31.291042,1.436846,1.012706,1.067515,0.000000,1.067515,0.000000,0.000000,0.000000
BITS,1998,4,27,126436,Gadus morhua,0.000000,0.740649,2.962551,1.672391,0.836195,0.000000,0.557448,0.000000,0.000000,0.000000,0.278747
BITS,1998,4,28,126436,Gadus morhua,2.193025,84.438349,34.685791,4.242486,0.507030,1.069371,0.375329,0.276574,0.177791,0.000000,0.079009
BITS,1999,1,21,126436,Gadus morhua,0.000000,464.863274,25.740582,8.849066,0.531345,1.122671,0.000000,0.000000,0.000000,0.000000,0.720461
BITS,1999,1,21,127143,Pleuronectes platessa,0.000000,4.229951,22.308250,18.387000,2.925706,1.009618,0.219089,0.000000,0.000000,0.000000,0.143056
BITS,1999,1,22,126436,Gadus morhua,0.000000,83.577451,124.443386,23.363845,0.520771,1.125205,0.080881,0.066392,0.000000,0.000000,0.000000
BITS,1999,1,22,127143,Pleuronectes platessa,0.000000,0.032110,39.583708,17.207697,6.710197,0.715930,0.721363,0.032110,0.000000,0.000000,0.032110
BITS,1999,1,23,126436,Gadus morhua,0.000000,58.291654,172.697185,195.543856,22.682594,25.989005,1.239780,0.929843,0.000000,0.000000,0.000000
BITS,1999,1,23,127143,Pleuronectes platessa,0.000000,17.761052,19.041173,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,1999,1,24,126436,Gadus morhua,0.000000,71.567550,110.877011,28.887669,5.633366,1.359095,0.246017,0.031222,0.000000,0.000000,0.000000
BITS,1999,1,24,127141,Platichthys flesus,0.000000,0.000000,6.389954,39.199453,6.246583,1.153050,0.241883,0.120587,0.116809,0.093420,0.071638
BITS,1999,1,25,126436,Gadus morhua,0.000000,49.075770,152.062724,103.879674,37.213296,11.604346,1.837836,0.429504,0.434802,0.137992,0.193652
BITS,1999,1,25,127141,Platichthys flesus,0.000000,0.021508,2.774540,39.299215,26.771180,9.688253,3.975368,1.256662,1.596517,0.299967,0.149925
BITS,1999,1,26,126436,Gadus morhua,0.000000,15.578860,32.441567,31.494918,13.696697,14.165624,4.352855,1.272957,0.527514,0.201384,0.246389
BITS,1999,1,26,127141,Platichthys flesus,0.000000,0.033496,72.982587,144.316238,38.276124,19.169652,8.522116,3.077028,1.882447,1.133231,0.511492
BITS,1999,1,27,126436,Gadus morhua,0.000000,0.000000,2.856986,1.254925,2.665215,0.836195,0.000000,0.501717,0.000000,0.167239,0.167239
BITS,1999,1,28,126436,Gadus morhua,0.000000,0.705475,35.524599,79.785632,20.445176,6.343070,3.136451,0.934163,0.444104,0.068269,0.156378
BITS,1999,1,28,127141,Platichthys flesus,0.000000,0.000000,0.567730,31.995660,165.045974,109.891527,66.117128,51.723942,20.339023,14.652523,8.815599
BITS,1999,4,21,126436,Gadus morhua,125.652040,78.110308,11.164493,1.955514,0.587987,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,1999,4,21,127143,Pleuronectes platessa,1.746593,111.637894,62.494065,9.595091,1.551344,0.727092,0.735561,0.238404,0.000000,0.000000,0.000000
BITS,1999,4,22,126436,Gadus morhua,205.674763,47.720283,36.551789,0.945024,0.118341,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
BITS,1999,4,22,127143,Pleuronectes platessa,13.619639,97.768606,62.015307,14.036654,0.953949,0.357033,0.000000,0.000000,0.000000,0.000000,2.955927
